0.083333333,0.041666667,0.041666667,0,0,0.041666667,0.041666667,0.041666667,0,0.083333333,0.166666667,0,0.083333333,0.125,0,0.041666667,0.125,0.041666667,0,0.041666667,0.666666667,0.041666667,0,0.125,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.75,0,0,0.125,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0.083333333,0,0,0,0.72,0.04,0,0.04,0,0,0.04,0.04,0,0,0,0.04,0,0,0,0,0.08,0,0,0,1
0,0,0,0.045454545,0.045454545,0,0,0.045454545,0.045454545,0.045454545,0.227272727,0.045454545,0.090909091,0.045454545,0.045454545,0.136363636,0.045454545,0,0,0.136363636,0.090909091,0,0.136363636,0,0,0.136363636,0,0,0,0.090909091,0.090909091,0,0.090909091,0,0.090909091,0.045454545,0.090909091,0,0,0.136363636,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0.090909091,0.136363636,0,0.136363636,0,0.090909091,0.045454545,0.045454545,0.136363636,0,0,0,0,0.136363636,0.086956522,0.043478261,0.086956522,0.130434783,0,0,0.086956522,0,0,0,0.043478261,0.086956522,0.086956522,0,0.130434783,0,0.043478261,0,0.043478261,0.130434783,1
0.045454545,0.022727273,0,0.022727273,0.136363636,0.022727273,0,0.090909091,0.045454545,0.090909091,0.090909091,0,0.090909091,0.090909091,0.045454545,0.090909091,0.022727273,0.022727273,0,0.068181818,0.068181818,0.022727273,0.113636364,0.045454545,0.045454545,0.113636364,0.113636364,0.045454545,0.068181818,0.045454545,0.022727273,0.022727273,0,0.090909091,0.022727273,0.045454545,0,0.022727273,0.090909091,0,0,0.022727273,0.181818182,0.045454545,0.022727273,0.045454545,0.045454545,0.113636364,0.022727273,0.045454545,0.045454545,0,0,0,0.113636364,0.068181818,0.022727273,0.136363636,0.068181818,0,0.023255814,0,0.069767442,0.046511628,0.139534884,0,0.093023256,0.046511628,0.023255814,0.069767442,0,0.046511628,0.023255814,0.046511628,0.162790698,0.046511628,0.023255814,0.11627907,0,0.023255814,1
0.045454545,0.022727273,0,0.022727273,0.136363636,0.022727273,0,0.090909091,0.045454545,0.090909091,0.090909091,0,0.090909091,0.090909091,0.045454545,0.090909091,0.022727273,0.022727273,0,0.068181818,0.068181818,0.022727273,0.113636364,0.045454545,0.045454545,0.113636364,0.113636364,0.045454545,0.068181818,0.045454545,0.022727273,0.022727273,0,0.090909091,0.022727273,0.045454545,0,0.022727273,0.090909091,0,0,0.022727273,0.181818182,0.045454545,0.022727273,0.045454545,0.045454545,0.113636364,0.022727273,0.045454545,0.045454545,0,0,0,0.113636364,0.068181818,0.022727273,0.136363636,0.068181818,0,0.023255814,0,0.069767442,0.046511628,0.139534884,0,0.093023256,0.046511628,0.023255814,0.069767442,0,0.046511628,0.023255814,0.046511628,0.162790698,0.046511628,0.023255814,0.11627907,0,0.023255814,1
0.081081081,0,0.027027027,0.027027027,0.189189189,0.027027027,0.027027027,0.081081081,0,0.135135135,0.054054054,0.054054054,0.054054054,0.054054054,0,0,0.081081081,0.027027027,0.027027027,0.054054054,0.081081081,0.027027027,0.162162162,0,0.216216216,0.027027027,0,0.108108108,0.027027027,0.027027027,0,0,0,0,0.027027027,0.081081081,0.189189189,0,0,0.027027027,0.108108108,0.054054054,0.081081081,0.081081081,0.162162162,0.027027027,0.054054054,0,0.054054054,0,0,0.054054054,0,0.054054054,0,0.081081081,0.189189189,0,0,0,0.108108108,0,0.108108108,0,0.162162162,0,0,0.081081081,0.027027027,0,0,0.027027027,0,0,0.027027027,0.108108108,0.297297297,0,0.054054054,0,1
0.1875,0,0,0.0625,0,0.09375,0.03125,0.0625,0,0.0625,0.15625,0.0625,0.0625,0.0625,0.03125,0.0625,0,0,0.03125,0.03125,0.0625,0.0625,0.09375,0.09375,0,0.15625,0.0625,0,0,0.09375,0.03125,0.0625,0.125,0.0625,0,0,0.09375,0,0,0,0.125,0.0625,0.0625,0,0,0.15625,0.0625,0,0.0625,0.09375,0.0625,0,0.0625,0.03125,0.09375,0,0.125,0,0,0,0.0625,0.0625,0.0625,0.0625,0,0.21875,0.0625,0,0.03125,0.09375,0.0625,0.03125,0.09375,0.03125,0.03125,0,0.03125,0,0.03125,0.03125,1
0.012048193,0.024096386,0.168674699,0.048192771,0.120481928,0.036144578,0.012048193,0.024096386,0,0.012048193,0.156626506,0.012048193,0.024096386,0.060240964,0.048192771,0.120481928,0.036144578,0.036144578,0,0.048192771,0.024096386,0.036144578,0.144578313,0.048192771,0.036144578,0.012048193,0.072289157,0.084337349,0.048192771,0.120481928,0.156626506,0.012048193,0,0.036144578,0.084337349,0.060240964,0.024096386,0,0,0,0.012048193,0.060240964,0.168674699,0.072289157,0.012048193,0.012048193,0.012048193,0.060240964,0.060240964,0.084337349,0.228915663,0.012048193,0,0.036144578,0.072289157,0.072289157,0.012048193,0.012048193,0,0,0,0.036144578,0.180722892,0.036144578,0.024096386,0.036144578,0.036144578,0.084337349,0.048192771,0.072289157,0.228915663,0,0,0.036144578,0.072289157,0.084337349,0.012048193,0.012048193,0,0,1
0.125,0.013888889,0.027777778,0.055555556,0.041666667,0.027777778,0.027777778,0.125,0,0.069444444,0.055555556,0.041666667,0.013888889,0.055555556,0.041666667,0.069444444,0.069444444,0,0.041666667,0.097222222,0.111111111,0.027777778,0.069444444,0.055555556,0.125,0.013888889,0.027777778,0.027777778,0,0.055555556,0.013888889,0.041666667,0.055555556,0.027777778,0.166666667,0.041666667,0.097222222,0.013888889,0.027777778,0,0.041666667,0.041666667,0.138888889,0.069444444,0.138888889,0.027777778,0.069444444,0.027777778,0.013888889,0.013888889,0.013888889,0.027777778,0.013888889,0.041666667,0.194444444,0,0.083333333,0,0.013888889,0.027777778,0.111111111,0.069444444,0.097222222,0.027777778,0.138888889,0.013888889,0.027777778,0.027777778,0.055555556,0.013888889,0.013888889,0.013888889,0.027777778,0.055555556,0.152777778,0.027777778,0.055555556,0.013888889,0.055555556,0,1
0.023529412,0.117647059,0.058823529,0.058823529,0.035294118,0.035294118,0.082352941,0.047058824,0.035294118,0.105882353,0.058823529,0.082352941,0.023529412,0.047058824,0.035294118,0.058823529,0.035294118,0.011764706,0.023529412,0.023529412,0.141176471,0.023529412,0.117647059,0.082352941,0.023529412,0.094117647,0.058823529,0.047058824,0.058823529,0.023529412,0.047058824,0.011764706,0,0.023529412,0.152941176,0.058823529,0.011764706,0.011764706,0,0.011764706,0.047058824,0.058823529,0.141176471,0.105882353,0.023529412,0.023529412,0.011764706,0.058823529,0.070588235,0.035294118,0.047058824,0,0.011764706,0.023529412,0.211764706,0.023529412,0.047058824,0.011764706,0.035294118,0.011764706,0.035294118,0.070588235,0.094117647,0.023529412,0,0.070588235,0.035294118,0.094117647,0.035294118,0.035294118,0.082352941,0.035294118,0.011764706,0.011764706,0.152941176,0.094117647,0.070588235,0.011764706,0.011764706,0.023529412,1
0.029411765,0.058823529,0.058823529,0,0.117647059,0,0,0,0.029411765,0.117647059,0.323529412,0,0.029411765,0,0,0.029411765,0.029411765,0.029411765,0,0.147058824,0.117647059,0,0.117647059,0,0.264705882,0.029411765,0.029411765,0.147058824,0.029411765,0,0.058823529,0,0,0,0.029411765,0,0.147058824,0,0.029411765,0,0.088235294,0.029411765,0.147058824,0.058823529,0.147058824,0.058823529,0.029411765,0,0.029411765,0,0,0.088235294,0.029411765,0,0,0.088235294,0.176470588,0,0.029411765,0,0.088235294,0,0.088235294,0.029411765,0.176470588,0,0.029411765,0.088235294,0,0,0,0.058823529,0,0,0.088235294,0.088235294,0.176470588,0,0.058823529,0.029411765,1
